,iso_code,month_year,new_vaccinations_smoothed,population,vaccinations_person,per_milion,per_ten_million
0,ABW,2020-12,,106459.0,,,
1,ABW,2021-01,,106459.0,,,
2,ABW,2021-02,,106459.0,,,
3,ABW,2021-03,,106459.0,,,
4,ABW,2021-04,49393.0,106459.0,0.4639626522886745,463962.6522886745,4639626.522886745
5,ABW,2021-05,39008.0,106459.0,0.36641336101222066,366413.3610122207,3664133.6101222066
6,ABW,2021-06,12931.0,106459.0,0.12146460139584253,121464.60139584253,1214646.0139584253
7,ABW,2021-07,11136.0,106459.0,0.10460365023154454,104603.65023154454,1046036.5023154455
8,ABW,2021-08,10505.0,106459.0,0.09867648578325929,98676.48578325928,986764.8578325928
9,ABW,2021-09,8360.0,106459.0,0.0785278839741121,78527.8839741121,785278.839741121
10,ABW,2021-10,3437.0,106459.0,0.032284729332419056,32284.729332419054,322847.29332419054
11,ABW,2021-11,2338.0,106459.0,0.021961506307592596,21961.506307592597,219615.06307592595
12,ABW,2021-12,2004.0,106459.0,0.018824148263650795,18824.148263650794,188241.48263650795
13,ABW,2022-01,2712.0,106459.0,0.02547459585380287,25474.59585380287,254745.9585380287
14,ABW,2022-02,1495.0,106459.0,0.014042964897284401,14042.9648972844,140429.648972844
15,ABW,2022-03,1364.0,106459.0,0.012812444227355132,12812.444227355132,128124.44227355132
16,ABW,2022-04,1106.0,106459.0,0.010388976037723444,10388.976037723443,103889.76037723443
17,ABW,2022-05,831.0,106459.0,0.00780582195962765,7805.82195962765,78058.2195962765
18,ABW,2022-06,895.0,106459.0,0.008406992363257216,8406.992363257215,84069.92363257216
19,ABW,2022-07,653.0,106459.0,0.006133816774532919,6133.816774532919,61338.16774532919
20,ABW,2022-08,448.0,106459.0,0.0042081928254069645,4208.192825406964,42081.928254069644
21,ABW,2022-09,319.0,106459.0,0.0029964587305911197,2996.4587305911195,29964.5873059112
22,ABW,2022-10,322.0,106459.0,0.0030246385932612553,3024.638593261255,30246.385932612553
23,ABW,2022-11,,106459.0,,,
24,AFG,2020-12,,41128772.0,,,
25,AFG,2021-01,,41128772.0,,,
26,AFG,2021-02,,41128772.0,,,
27,AFG,2021-03,85894.0,41128772.0,0.0020884163524259856,2088.4163524259857,20884.163524259857
28,AFG,2021-04,219606.0,41128772.0,0.005339473787352562,5339.473787352562,53394.73787352561
29,AFG,2021-05,285838.0,41128772.0,0.0069498306441048135,6949.8306441048135,69498.30644104813
30,AFG,2021-06,242899.0,41128772.0,0.005905816978926577,5905.816978926578,59058.169789265776
31,AFG,2021-07,337196.0,41128772.0,0.008198542859485326,8198.542859485326,81985.42859485326
32,AFG,2021-08,591825.0,41128772.0,0.014389561643124186,14389.561643124187,143895.61643124186
33,AFG,2021-09,563255.0,41128772.0,0.01369491411024866,13694.91411024866,136949.1411024866
34,AFG,2021-10,1064777.0,41128772.0,0.02588885950691647,25888.85950691647,258888.5950691647
35,AFG,2021-11,821215.0,41128772.0,0.01996692242598442,19966.92242598442,199669.2242598442
36,AFG,2021-12,476498.0,41128772.0,0.011585514879948276,11585.514879948276,115855.14879948276
37,AFG,2022-01,399710.0,41128772.0,0.009718500712834314,9718.500712834313,97185.00712834313
38,AFG,2022-02,406044.0,41128772.0,0.009872504824603077,9872.504824603078,98725.04824603077
39,AFG,2022-03,308287.0,41128772.0,0.007495652921511977,7495.652921511977,74956.52921511978
40,AFG,2022-04,180616.0,41128772.0,0.004391475631706193,4391.475631706193,43914.75631706193
41,AFG,2022-05,160268.0,41128772.0,0.003896736814802056,3896.736814802056,38967.36814802056
42,AFG,2022-06,263450.0,41128772.0,0.00640549151333767,6405.49151333767,64054.9151333767
43,AFG,2022-07,1852225.0,41128772.0,0.04503477516907142,45034.77516907142,450347.7516907142
44,AFG,2022-08,3241851.0,41128772.0,0.07882197406720531,78821.97406720532,788219.7406720532
45,AFG,2022-09,369492.0,41128772.0,0.00898378390679887,8983.783906798872,89837.83906798871
46,AFG,2022-10,204492.0,41128772.0,0.004971993814938117,4971.993814938117,49719.93814938117
47,AFG,2022-11,,41128772.0,,,
48,AGO,2020-12,,35588996.0,,,
49,AGO,2021-01,,35588996.0,,,
50,AGO,2021-02,,35588996.0,,,
51,AGO,2021-03,123619.0,35588996.0,0.003473517488383207,3473.517488383207,34735.17488383207
52,AGO,2021-04,371211.0,35588996.0,0.010430499359970705,10430.499359970705,104304.99359970706
53,AGO,2021-05,385967.0,35588996.0,0.010845121902286875,10845.121902286875,108451.21902286874
54,AGO,2021-06,591825.0,35588996.0,0.016629437930758148,16629.437930758148,166294.3793075815
55,AGO,2021-07,175073.0,35588996.0,0.004919301460485146,4919.301460485146,49193.01460485146
56,AGO,2021-08,301415.0,35588996.0,0.008469331362986469,8469.33136298647,84693.31362986469
57,AGO,2021-09,1280419.0,35588996.0,0.03597794666643588,35977.946666435884,359779.4666643588
58,AGO,2021-10,3069409.0,35588996.0,0.08624601267200682,86246.01267200682,862460.1267200683
59,AGO,2021-11,3037952.0,35588996.0,0.08536211586300439,85362.1158630044,853621.158630044
60,AGO,2021-12,2146793.0,35588996.0,0.06032181969954983,60321.81969954983,603218.1969954983
61,AGO,2022-01,3074376.0,35588996.0,0.08638557828380436,86385.57828380435,863855.7828380436
62,AGO,2022-02,1844281.0,35588996.0,0.051821664202047174,51821.66420204718,518216.64202047174
63,AGO,2022-03,1169584.0,35588996.0,0.03286364133452936,32863.64133452936,328636.4133452936
64,AGO,2022-04,351920.0,35588996.0,0.009888449789367478,9888.449789367478,98884.49789367478
65,AGO,2022-05,960580.0,35588996.0,0.026990927195585962,26990.927195585962,269909.2719558596
66,AGO,2022-06,1558967.0,35588996.0,0.04380474796198241,43804.74796198241,438047.4796198241
67,AGO,2022-07,968102.0,35588996.0,0.02720228466124754,27202.28466124754,272022.8466124754
68,AGO,2022-08,813355.0,35588996.0,0.02285411479435947,22854.11479435947,228541.1479435947
69,AGO,2022-09,343570.0,35588996.0,0.009653826705310821,9653.826705310821,96538.26705310821
70,AGO,2022-10,393120.0,35588996.0,0.011046110994533254,11046.110994533254,110461.10994533254
71,AGO,2022-11,,35588996.0,,,
72,AIA,2020-12,,15877.0,,,
73,AIA,2021-01,,15877.0,,,
74,AIA,2021-02,,15877.0,,,
75,AIA,2021-03,1708.0,15877.0,0.10757699817345846,107576.99817345846,1075769.9817345846
76,AIA,2021-04,2627.0,15877.0,0.16545946967311204,165459.46967311203,1654594.6967311203
77,AIA,2021-05,6189.0,15877.0,0.3898091579013668,389809.15790136677,3898091.5790136675
78,AIA,2021-06,1619.0,15877.0,0.1019714051773005,101971.40517730049,1019714.0517730049
79,AIA,2021-07,2158.0,15877.0,0.13591988410908862,135919.88410908863,1359198.8410908862
80,AIA,2021-08,325.0,15877.0,0.02046986206462178,20469.86206462178,204698.62064621778
81,AIA,2021-09,168.0,15877.0,0.01058134408263526,10581.34408263526,105813.4408263526
82,AIA,2021-10,69.0,15877.0,0.0043459091767966244,4345.909176796625,43459.091767966245
83,AIA,2021-11,894.0,15877.0,0.05630786672545191,56307.86672545191,563078.6672545191
84,AIA,2021-12,1102.0,15877.0,0.06940857844680985,69408.57844680986,694085.7844680985
85,AIA,2022-01,764.0,15877.0,0.0481199218996032,48119.9218996032,481199.218996032
86,AIA,2022-02,727.0,15877.0,0.04578950683378472,45789.506833784726,457895.06833784725
87,AIA,2022-03,664.0,15877.0,0.0418215028027965,41821.5028027965,418215.028027965
88,AIA,2022-04,456.0,15877.0,0.02872079108143856,28720.79108143856,287207.91081438557
89,AIA,2022-05,303.0,15877.0,0.019084209863324306,19084.209863324304,190842.09863324306
90,AIA,2022-06,351.0,15877.0,0.022107451029791524,22107.451029791522,221074.51029791523
91,AIA,2022-07,128.0,15877.0,0.008061976443912579,8061.976443912578,80619.76443912579
92,AIA,2022-08,31.0,15877.0,0.0019525099200100775,1952.5099200100776,19525.099200100776
93,AIA,2022-09,179.0,15877.0,0.011274170183283996,11274.170183283995,112741.70183283996
94,AIA,2022-10,,15877.0,,,
95,AIA,2022-11,,15877.0,,,
96,ALB,2020-12,,2842318.0,,,
97,ALB,2021-01,,2842318.0,,,
98,ALB,2021-02,9504.0,2842318.0,0.0033437497141417674,3343.7497141417675,33437.497141417676
99,ALB,2021-03,78590.0,2842318.0,0.02764996738577457,27649.96738577457,276499.6738577457
100,ALB,2021-04,339023.0,2842318.0,0.1192769422703582,119276.94227035821,1192769.422703582
101,ALB,2021-05,333048.0,2842318.0,0.11717478480592249,117174.78480592249,1171747.848059225
102,ALB,2021-06,180622.0,2842318.0,0.06354742854247836,63547.42854247836,635474.2854247836
103,ALB,2021-07,228113.0,2842318.0,0.08025597417319244,80255.97417319244,802559.7417319244
104,ALB,2021-08,267844.0,2842318.0,0.09423435379151805,94234.35379151805,942343.5379151806
