,iso_code,month_count,total_vaccinations,population,vac_month,vac_person,vac_honderdduizend,continent,location
2717,KWT,22.0,8235679.0,4268886.0,374349.04545454547,0.0876924437557118,8769.24437557118,Azie,Kuwait
2718,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2719,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2720,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2721,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2722,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2723,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2724,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2725,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2726,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2727,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2728,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2729,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2730,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2731,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2732,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2733,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2734,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2735,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2736,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2737,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2738,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2739,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2740,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2741,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2742,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2743,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2744,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2745,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2746,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2747,LAO,16.0,11111066.0,7529477.0,694441.625,0.09222972923617404,9222.972923617404,Azie,Laos
2748,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2749,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2750,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2751,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2752,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2753,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2754,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2755,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2756,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2757,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2758,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2759,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2760,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2761,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2762,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
2763,LBN,19.0,5797147.0,5489744.0,305113.0,0.05557873008285997,5557.873008285997,Azie,Lebanon
